,time_open,open,close,market_cap,volume
0,2018-10-30 00:00:00+00:00,0.0144386,0.014467,0.0,
1,2018-10-31 00:00:00+00:00,0.0215794,0.0204464,0.0,
2,2018-11-01 00:00:00+00:00,0.0240754,0.0227965,0.0,
3,2018-11-02 00:00:00+00:00,0.0219264,0.0220316,0.0,
4,2018-11-03 00:00:00+00:00,0.0236197,0.0235838,0.0,
5,2018-11-04 00:00:00+00:00,0.0228044,0.0227705,0.0,
6,2018-11-05 00:00:00+00:00,0.0243111,0.0241336,0.0,
7,2018-11-06 00:00:00+00:00,0.0214288,0.0214093,0.0,
8,2018-11-07 00:00:00+00:00,0.0231945,0.0232713,0.0,
9,2018-11-08 00:00:00+00:00,0.0217029,0.0218333,0.0,
10,2018-11-09 00:00:00+00:00,0.01932,0.019277,0.0,
11,2018-11-10 00:00:00+00:00,0.0201986,0.0203998,0.0,
12,2018-11-11 00:00:00+00:00,0.0216553,0.0213618,0.0,
13,2018-11-12 00:00:00+00:00,0.0211335,0.0211263,0.0,
14,2018-11-13 00:00:00+00:00,0.0211764,0.0211616,0.0,
15,2018-11-14 00:00:00+00:00,0.0208775,0.0208011,0.0,
16,2018-11-15 00:00:00+00:00,0.0171192,0.0172314,0.0,
17,2018-11-16 00:00:00+00:00,0.016523,0.0165631,0.0,
18,2018-11-17 00:00:00+00:00,0.016406,0.016312,0.0,
19,2018-11-18 00:00:00+00:00,0.0158475,0.01593,20231100.0,
20,2018-11-19 00:00:00+00:00,0.0153451,0.0150726,19142202.0,
21,2018-11-20 00:00:00+00:00,0.0106923,0.0102635,13034645.0,
22,2018-11-21 00:00:00+00:00,0.00885558,0.008717,11070590.0,
23,2018-11-22 00:00:00+00:00,0.00921432,0.00919488,11677497.6,
24,2018-11-23 00:00:00+00:00,0.00880391,0.00862077,10948377.9,
25,2018-11-24 00:00:00+00:00,0.00825181,0.00852348,10824819.6,
26,2018-11-25 00:00:00+00:00,0.00741601,0.0073907,9386189.0,
27,2018-11-26 00:00:00+00:00,0.00693704,0.00703021,8928366.7,
28,2018-11-27 00:00:00+00:00,0.00667291,0.00659957,8381453.9,
29,2018-11-28 00:00:00+00:00,0.0064329,0.00647642,8225053.4,
30,2018-11-29 00:00:00+00:00,0.00717977,0.00718067,9119450.9,
31,2018-11-30 00:00:00+00:00,0.00708227066128,0.00700895693888,8901375.3123776,
32,2018-12-01 00:00:00+00:00,0.00634368620447,0.00633593721729,8046640.2659583,
33,2018-12-02 00:00:00+00:00,0.00693971953386,0.00699306931807,8881198.0339489,
34,2018-12-03 00:00:00+00:00,0.00653361763974,0.00651485882895,8273870.7127665,
35,2018-12-04 00:00:00+00:00,0.00584064489062,0.00596131967307,7570875.9847989,
36,2018-12-05 00:00:00+00:00,0.00602400184191,0.0060290350113,7656874.464351,
37,2018-12-06 00:00:00+00:00,0.00518972799414,0.00529275045959,6721793.0836793,
38,2018-12-07 00:00:00+00:00,0.00443852188047,0.00430930640457,5472819.1338039,
39,2018-12-08 00:00:00+00:00,0.00439673044417,0.00454259078006,5769090.2906762,
