,time_open,open,close,market_cap,volume
0,2015-08-08 00:00:00+00:00,2.79376,2.79703,168107701.218,
1,2015-08-10 00:00:00+00:00,0.713989,0.685283,41396658.3832,
2,2015-08-11 00:00:00+00:00,0.708087,0.719292,43474505.87,
3,2015-08-12 00:00:00+00:00,1.05875,1.0315,62371861.6142,
4,2015-08-13 00:00:00+00:00,1.22224,1.18705,71807950.3437,
5,2015-08-14 00:00:00+00:00,1.81092,1.89713,114812536.628,
6,2015-08-15 00:00:00+00:00,1.80289,1.57098,95120115.7054,
7,2015-08-16 00:00:00+00:00,1.68435,1.66338,100758988.17,
8,2015-08-17 00:00:00+00:00,1.58119,1.48947,90263016.2306,
9,2015-08-18 00:00:00+00:00,1.2153,1.18217,85741714.9158,
10,2015-08-19 00:00:00+00:00,1.16693,1.26335,91660869.128,
11,2015-08-20 00:00:00+00:00,1.25118,1.29404,93920957.9919,
12,2015-08-21 00:00:00+00:00,1.47752,1.48095,107516785.621,
13,2015-08-22 00:00:00+00:00,1.39629,1.39482,101299124.005,
14,2015-08-23 00:00:00+00:00,1.375,1.38762,100812924.895,
15,2015-08-24 00:00:00+00:00,1.34559,1.33907,97319155.8611,
16,2015-08-25 00:00:00+00:00,1.22861,1.18011,85797107.1793,
17,2015-08-26 00:00:00+00:00,1.13279,1.14399,83200202.5306,
18,2015-08-27 00:00:00+00:00,1.16981,1.16261,84583453.1065,
19,2015-08-28 00:00:00+00:00,1.14766,1.13867,82868651.2511,
20,2015-08-29 00:00:00+00:00,1.19353,1.19382,86909905.5851,
21,2015-08-30 00:00:00+00:00,1.18299,1.18256,86115480.2523,
22,2015-08-31 00:00:00+00:00,1.32138,1.2758,92932124.0502,
23,2015-09-01 00:00:00+00:00,1.35348,1.35868,98997121.0882,
24,2015-09-02 00:00:00+00:00,1.35157,1.35194,98532585.2134,
25,2015-09-03 00:00:00+00:00,1.29519,1.28196,93455051.2951,
26,2015-09-04 00:00:00+00:00,1.26493,1.26626,92332191.2862,
27,2015-09-05 00:00:00+00:00,1.28056,1.27257,92820734.6819,
28,2015-09-06 00:00:00+00:00,1.33801,1.3333,97283228.5245,
29,2015-09-07 00:00:00+00:00,1.2959,1.305,95250867.5018,
30,2015-09-08 00:00:00+00:00,1.24665,1.23979,90521153.6273,
31,2015-09-09 00:00:00+00:00,1.23935,1.23275,90037551.9695,
32,2015-09-10 00:00:00+00:00,1.20761,1.21394,88694165.593,
33,2015-09-11 00:00:00+00:00,1.16497,1.1584,84665429.3786,
34,2015-09-12 00:00:00+00:00,0.987228,0.984069,71949009.7827,
35,2015-09-13 00:00:00+00:00,1.04178,1.00416,73443213.5544,
36,2015-09-14 00:00:00+00:00,0.940566,0.932091,68195212.7809,
37,2015-09-15 00:00:00+00:00,0.875189,0.878991,64331598.142,
38,2015-09-16 00:00:00+00:00,0.941977,0.940842,68881141.3676,
39,2015-09-17 00:00:00+00:00,0.906865,0.903439,66165157.9771,
40,2015-09-18 00:00:00+00:00,0.874574,0.865192,63384848.848,
41,2015-09-19 00:00:00+00:00,0.849603,0.84346,61813396.6859,
42,2015-09-20 00:00:00+00:00,0.881191,0.875082,64153075.6833,
43,2015-09-21 00:00:00+00:00,0.941496,0.956595,70154190.6308,
44,2015-09-22 00:00:00+00:00,0.919337,0.913878,67044530.5907,
45,2015-09-23 00:00:00+00:00,0.90356,0.902864,66259487.5123,
46,2015-09-24 00:00:00+00:00,0.896796,0.896176,65791833.9455,
47,2015-09-25 00:00:00+00:00,0.820031,0.821279,60313613.2308,
48,2015-09-26 00:00:00+00:00,0.73763,0.72107,52973220.432,
49,2015-09-27 00:00:00+00:00,0.791277,0.777077,57106728.6027,
50,2015-09-28 00:00:00+00:00,0.723715,0.723479,53185068.6796,
51,2015-09-29 00:00:00+00:00,0.579414,0.558346,41058970.0365,
52,2015-09-30 00:00:00+00:00,0.661192,0.670102,49292649.8465,
53,2015-10-01 00:00:00+00:00,0.734307,0.727306,53518070.5212,
54,2015-10-02 00:00:00+00:00,0.683732,0.689933,50785844.2867,
55,2015-10-03 00:00:00+00:00,0.678783,0.679767,50055027.4529,
56,2015-10-04 00:00:00+00:00,0.686343,0.68689,50596815.7383,
57,2015-10-05 00:00:00+00:00,0.666784,0.670925,49437370.6209,
58,2015-10-06 00:00:00+00:00,0.622218,0.618875,45617517.9204,
59,2015-10-07 00:00:00+00:00,0.650515,0.646487,47668370.1649,
60,2015-10-08 00:00:00+00:00,0.609501,0.612345,45166264.3951,
61,2015-10-09 00:00:00+00:00,0.655084,0.640344,47247904.0252,
62,2015-10-10 00:00:00+00:00,0.641187,0.637399,47046340.8335,
63,2015-10-11 00:00:00+00:00,0.627461,0.634061,46815450.409,
64,2015-10-12 00:00:00+00:00,0.634515,0.632107,46687161.0113,
65,2015-10-13 00:00:00+00:00,0.627943,0.629299,46495992.9164,
66,2015-10-14 00:00:00+00:00,0.61224,0.610063,45090272.1379,
67,2015-10-15 00:00:00+00:00,0.523278,0.524382,38770461.3544,
68,2015-10-16 00:00:00+00:00,0.562593,0.560481,41453242.2977,
69,2015-10-17 00:00:00+00:00,0.534117,0.529274,39158151.9085,
70,2015-10-18 00:00:00+00:00,0.547913,0.548055,40561476.8363,
71,2015-10-19 00:00:00+00:00,0.517621,0.516862,38265697.5265,
72,2015-10-20 00:00:00+00:00,0.489629,0.496286,36754651.0806,
73,2015-10-21 00:00:00+00:00,0.431589,0.44316,32831293.8887,
74,2015-10-22 00:00:00+00:00,0.444988,0.426798,31629741.7804,
75,2015-10-23 00:00:00+00:00,0.56637,0.586835,43504173.8441,
76,2015-10-24 00:00:00+00:00,0.539681,0.547224,40582096.5438,
77,2015-10-25 00:00:00+00:00,0.563207,0.567059,42067700.3278,
78,2015-10-26 00:00:00+00:00,0.619743,0.60764,45093754.6355,
79,2015-10-27 00:00:00+00:00,0.70889,0.732363,54367480.3249,
80,2015-10-28 00:00:00+00:00,0.870938,0.83642,62114013.3528,
81,2015-10-29 00:00:00+00:00,1.00525,1.00737,74834294.2192,
82,2015-10-30 00:00:00+00:00,1.2092,1.19055,88472789.1389,
83,2015-10-31 00:00:00+00:00,1.04658,1.017,75602473.663,
84,2015-11-01 00:00:00+00:00,0.920847,0.90897,67595009.122,
85,2015-11-02 00:00:00+00:00,1.05797,1.04367,77638747.4984,
86,2015-11-03 00:00:00+00:00,0.994568,0.974588,72524073.7115,
87,2015-11-04 00:00:00+00:00,1.01065,1.01469,75534203.9491,
88,2015-11-05 00:00:00+00:00,0.900699,0.909018,67691125.7358,
89,2015-11-06 00:00:00+00:00,0.904772,0.894305,66618349.402,
90,2015-11-07 00:00:00+00:00,0.923732,0.920642,68603890.0595,
91,2015-11-08 00:00:00+00:00,0.915661,0.924462,68911343.9343,
92,2015-11-09 00:00:00+00:00,1.03253,1.07717,80321508.2752,
93,2015-11-10 00:00:00+00:00,1.00126,0.988897,73763963.7415,
94,2015-11-11 00:00:00+00:00,0.941296,0.91579,68334043.2035,
95,2015-11-12 00:00:00+00:00,0.796455,0.800472,59749383.7495,
96,2015-11-13 00:00:00+00:00,0.907722,0.908619,67844854.8077,
97,2015-11-14 00:00:00+00:00,0.905469,0.89662,66971928.5052,
98,2015-11-15 00:00:00+00:00,0.891217,0.894912,66867297.0889,
99,2015-11-16 00:00:00+00:00,0.906166,0.904936,67639658.9566,
100,2015-11-17 00:00:00+00:00,0.924948,0.921084,68869957.7363,
101,2015-11-18 00:00:00+00:00,0.993214,0.971714,72680534.6064,
102,2015-11-19 00:00:00+00:00,0.988713,0.989502,74036162.9175,
103,2015-11-20 00:00:00+00:00,0.955735,0.944467,70690068.6766,
104,2015-11-21 00:00:00+00:00,0.928758,0.926481,69365799.6993,
105,2015-11-22 00:00:00+00:00,0.979765,0.968521,72537719.7611,
106,2015-11-23 00:00:00+00:00,0.967493,0.969057,72602463.1809,
107,2015-11-24 00:00:00+00:00,0.946442,0.940717,70503103.7487,
108,2015-11-25 00:00:00+00:00,0.893827,0.887225,66516079.3763,
109,2015-11-26 00:00:00+00:00,0.863273,0.870561,65288475.6651,
110,2015-11-27 00:00:00+00:00,0.8821,0.879698,65995489.8122,
111,2015-11-28 00:00:00+00:00,0.868102,0.9026,67736890.1168,
112,2015-11-29 00:00:00+00:00,0.914144,0.896551,67305361.603,
113,2015-11-30 00:00:00+00:00,0.879951,0.878341,65960445.1378,
114,2015-12-01 00:00:00+00:00,0.878316,0.881369,66210224.4925,
115,2015-12-02 00:00:00+00:00,0.873171,0.855192,64265468.5558,
116,2015-12-03 00:00:00+00:00,0.818546,0.792267,59556006.1423,
117,2015-12-04 00:00:00+00:00,0.812082,0.812573,61103608.8994,
118,2015-12-05 00:00:00+00:00,0.841195,0.836701,62938866.8956,
119,2015-12-06 00:00:00+00:00,0.866417,0.861459,64822683.913,
120,2015-12-07 00:00:00+00:00,0.836322,0.825433,62132236.691,
121,2015-12-08 00:00:00+00:00,0.806024,0.798678,60138161.5931,
122,2015-12-09 00:00:00+00:00,0.824454,0.804135,60568670.8868,
123,2015-12-10 00:00:00+00:00,0.79559,0.797368,60079462.5152,
124,2015-12-11 00:00:00+00:00,0.839995,0.838153,63174412.4135,
125,2015-12-12 00:00:00+00:00,0.931196,0.940463,70909688.0678,
126,2015-12-13 00:00:00+00:00,0.971538,0.969578,73129669.7113,
127,2015-12-14 00:00:00+00:00,0.95662,0.963889,72725946.0315,
128,2015-12-15 00:00:00+00:00,0.990589,0.998382,75353361.172,
129,2015-12-16 00:00:00+00:00,1.01711,1.01089,76322877.8557,
130,2015-12-17 00:00:00+00:00,0.993043,0.99739,75328598.369,
131,2015-12-18 00:00:00+00:00,0.938327,0.922964,69730885.9287,
132,2015-12-19 00:00:00+00:00,0.921524,0.920579,69573757.213,
133,2015-12-20 00:00:00+00:00,0.90824,0.916929,69320983.6039,
134,2015-12-21 00:00:00+00:00,0.906065,0.895815,67746923.5537,
135,2015-12-22 00:00:00+00:00,0.894973,0.899915,68079479.1136,
136,2015-12-23 00:00:00+00:00,0.861782,0.870842,65902418.7369,
137,2015-12-24 00:00:00+00:00,0.859433,0.849135,64281383.7755,
138,2015-12-25 00:00:00+00:00,0.861993,0.8796,66609671.9473,
139,2015-12-26 00:00:00+00:00,0.870766,0.873244,66150438.3773,
140,2015-12-27 00:00:00+00:00,0.853166,0.844926,64026469.1043,
141,2015-12-28 00:00:00+00:00,0.856356,0.868436,65829763.6157,
142,2015-12-29 00:00:00+00:00,0.843835,0.846973,64224396.113,
143,2015-12-30 00:00:00+00:00,0.874258,0.870983,66066630.3849,
144,2015-12-31 00:00:00+00:00,0.912098,0.917636,69628595.9226,
145,2016-01-01 00:00:00+00:00,0.933712,0.937595,71166676.9192,
146,2016-01-02 00:00:00+00:00,0.947401,0.949437,72088696.3531,
147,2016-01-03 00:00:00+00:00,0.93843,0.940348,71422529.5163,
148,2016-01-04 00:00:00+00:00,0.972045,0.971998,73851363.6276,
149,2016-01-05 00:00:00+00:00,0.953147,0.958577,72856170.8682,
150,2016-01-06 00:00:00+00:00,0.950028,0.950967,72301950.1625,
151,2016-01-07 00:00:00+00:00,0.955801,0.964724,73372595.6056,
152,2016-01-08 00:00:00+00:00,0.942752,0.949175,72213542.956,
153,2016-01-09 00:00:00+00:00,0.985501,0.987323,75141436.7521,
154,2016-01-10 00:00:00+00:00,0.985557,0.97867,74507918.9815,
155,2016-01-11 00:00:00+00:00,0.999216,1.01036,76946295.1845,
156,2016-01-12 00:00:00+00:00,1.0661,1.05536,80400275.0583,
157,2016-01-13 00:00:00+00:00,1.13547,1.12964,86086848.8254,
158,2016-01-14 00:00:00+00:00,1.1221,1.12087,85446599.5392,
159,2016-01-15 00:00:00+00:00,1.18444,1.18974,90727139.976,
160,2016-01-16 00:00:00+00:00,1.22046,1.20129,91638390.0828,
161,2016-01-17 00:00:00+00:00,1.22147,1.23258,94056282.2424,
162,2016-01-18 00:00:00+00:00,1.33231,1.34154,102404813.184,
163,2016-01-19 00:00:00+00:00,1.42261,1.42592,108881932.936,
164,2016-01-20 00:00:00+00:00,1.36318,1.3906,106219500.706,
165,2016-01-21 00:00:00+00:00,1.5327,1.51685,115901242.688,
166,2016-01-22 00:00:00+00:00,1.54703,1.55532,118879368.54,
167,2016-01-23 00:00:00+00:00,1.50412,1.51341,115713778.111,
168,2016-01-24 00:00:00+00:00,1.90054,1.9388,148286394.954,
169,2016-01-25 00:00:00+00:00,2.14764,2.13038,162994064.68,
170,2016-01-26 00:00:00+00:00,2.53274,2.58485,197828717.327,
171,2016-01-27 00:00:00+00:00,2.24744,2.22204,170118516.914,
172,2016-01-28 00:00:00+00:00,2.40645,2.35998,180738160.886,
173,2016-01-29 00:00:00+00:00,2.54298,2.51473,192653227.657,
174,2016-01-30 00:00:00+00:00,2.50772,2.57597,197408702.325,
175,2016-01-31 00:00:00+00:00,2.44315,2.43441,186621604.031,
176,2016-02-01 00:00:00+00:00,2.31969,2.27647,174569532.323,
177,2016-02-02 00:00:00+00:00,2.21519,2.17165,166585947.878,
178,2016-02-03 00:00:00+00:00,2.43193,2.38408,182940401.204,
179,2016-02-04 00:00:00+00:00,2.52903,2.55577,196180868.14,
180,2016-02-05 00:00:00+00:00,2.57035,2.59196,199024505.241,
181,2016-02-06 00:00:00+00:00,2.53382,2.5169,193324122.186,
182,2016-02-07 00:00:00+00:00,2.53641,2.54373,195448996.621,
183,2016-02-08 00:00:00+00:00,2.973,3.0871,237277610.077,
184,2016-02-09 00:00:00+00:00,3.17499,3.17268,243935453.371,
185,2016-02-10 00:00:00+00:00,4.00055,4.2394,326058424.444,
186,2016-02-11 00:00:00+00:00,4.49682,4.46162,343261362.434,
187,2016-02-12 00:00:00+00:00,5.94615,6.25185,481150694.083,
188,2016-02-13 00:00:00+00:00,5.68505,5.39021,414973970.829,
189,2016-02-14 00:00:00+00:00,5.40433,5.33125,410571000.694,
190,2016-02-15 00:00:00+00:00,5.33053,5.27191,406132528.696,
191,2016-02-16 00:00:00+00:00,5.32832,5.44327,419468595.05,
192,2016-02-17 00:00:00+00:00,4.28917,4.43838,342141290.317,
193,2016-02-18 00:00:00+00:00,3.7747,3.65856,282116520.776,
194,2016-02-19 00:00:00+00:00,4.38479,4.399,339322849.837,
195,2016-02-20 00:00:00+00:00,4.6822,4.74439,366084559.74,
196,2016-02-21 00:00:00+00:00,4.36055,4.31347,332942818.946,
197,2016-02-22 00:00:00+00:00,4.66495,4.71192,363816651.596,
198,2016-02-23 00:00:00+00:00,5.68493,5.9347,458381928.337,
199,2016-02-24 00:00:00+00:00,5.60405,5.61767,434033517.792,
200,2016-02-25 00:00:00+00:00,6.18671,6.27432,484924910.182,
201,2016-02-26 00:00:00+00:00,6.03783,6.18426,478124747.793,
202,2016-02-27 00:00:00+00:00,5.96308,6.01483,465177632.218,
203,2016-02-28 00:00:00+00:00,6.40551,6.38514,493975696.105,
204,2016-02-29 00:00:00+00:00,6.45565,6.44221,498552585.27,
205,2016-03-01 00:00:00+00:00,6.31931,6.34068,490848400.921,
206,2016-03-02 00:00:00+00:00,7.63303,7.76342,601183527.752,
207,2016-03-03 00:00:00+00:00,8.44229,8.36887,648280751.939,
208,2016-03-04 00:00:00+00:00,9.24056,9.08168,703725765.216,
209,2016-03-05 00:00:00+00:00,10.3703,10.274,796373498.652,
210,2016-03-06 00:00:00+00:00,11.204,11.4607,888652025.273,
211,2016-03-07 00:00:00+00:00,11.4288,11.6178,901116422.857,
212,2016-03-08 00:00:00+00:00,9.58214,9.40177,729471633.792,
213,2016-03-09 00:00:00+00:00,9.79242,9.77398,758596857.814,
214,2016-03-10 00:00:00+00:00,11.8815,11.7797,914563191.808,
215,2016-03-11 00:00:00+00:00,11.2216,11.2376,872765849.717,
216,2016-03-12 00:00:00+00:00,11.1307,11.1961,869825462.436,
217,2016-03-13 00:00:00+00:00,13.5102,14.2436,1106941452.33,
218,2016-03-14 00:00:00+00:00,14.5122,12.6867,986277575.672,
219,2016-03-15 00:00:00+00:00,13.0017,12.4728,969969873.998,
220,2016-03-16 00:00:00+00:00,13.0216,13.3045,1035041944.36,
221,2016-03-17 00:00:00+00:00,12.5587,12.4827,971491099.135,
